user,text,created_at_datetime,link,comments,retweets,quotes,likes,alignment
@VisitNaj,"""I think truth is slowly seeping out. Eventually all will know our climate is part of space weather from our Sun's cycles, eventually. It's not CO2. It's not human \ncaused. It's our sun!""",2023-04-23T14:20:00Z,/VisitNaj/status/1650142628137107457#m,1,0,0,0,0
@An_Collective,"""These crazy ""Climate Deniers!!!"" tssk - how DARE they actually say climate changes all the time (global warming /cooling is part of natural cycles with complex primary drivers, like the sun) 😅 ""Climate Deniers!!!"" just pay your carbon tax and it will change the climate!!""",2023-04-23T06:02:00Z,/An_Collective/status/1650017197140463619#m,0,0,0,1,1
@BensonWSWS,"""Assertions that natural cycles negate human caused CO₂ driven climate change are disproved by NASA:\n\n""...they cannot account for the current period of rapid warming Earth has experienced since the pre-Industrial period"" \n\nclimate.nasa.gov/explore/ask…""",2023-04-23T01:04:00Z,/BensonWSWS/status/1649942347738910720#m,0,0,0,0,1
,,,,0,0,0,0,1
@hgil,"""🚩 “A double whammy of natural climate cycles and human-caused climate change will likely make next year Earth's warmest on record. Forecasters expect a moderate El Niño will develop this summer, bringing sweeping shifts to weather patterns worldwide.” axios.com/2023/04/19/el-nino…""",2023-04-19T12:00:00Z,/hgil/status/1648657920714842113#m,0,0,0,0,1
@VisitNaj,"""See? Our sun's cycles determine our weather. Climate is steered or driven by solar cycles. \n\nThey've been lying and trying to make you believe BS! We puny little humans don't have the climate woes or the ability even to cause such as they have ascribed having been caused by us!""",2023-04-19T11:19:00Z,/VisitNaj/status/1648647519067598849#m,0,0,0,0,1
@axiostopstories,"""Rapidly forming El Niño to boost global warming, lead to widespread extreme events\n\nData: NOAA; Chart: Alice Feng/Axios\n\nA double whammy of natural climate cycles and human-caused climate change will likely make next year Earth's warmest on record, clima… ift.tt/TlKMOqa""",2023-04-19T09:57:00Z,/axiostopstories/status/1648626900015673344#m,0,0,0,0,2
@newsobserver,"""Researchers say climate change caused by humans plays a key role, even if natural cycles are part of the reason.  newsobserver.com/news/politi…""",2023-04-14T14:00:00Z,/newsobserver/status/1646876150470262785#m,3,1,0,3,2
@GreeneCoRecord,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, dailyprogress.com/news/state…""",2023-04-14T13:20:00Z,/GreeneCoRecord/status/1646865899394088967#m,0,0,0,0,2
@indytribune,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, independenttribune.com/news/…""",2023-04-14T13:05:00Z,/indytribune/status/1646862126571565056#m,0,0,0,0,2
@GoDanRiver,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, godanriver.com/news/state-an…""",2023-04-14T13:05:00Z,/GoDanRiver/status/1646862125564919810#m,0,0,0,2,2
@DailyProgress,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, dailyprogress.com/news/state…""",2023-04-14T13:05:00Z,/DailyProgress/status/1646862124080136196#m,0,0,0,0,2
@newsadvance,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, newsadvance.com/news/state-a…""",2023-04-14T13:04:00Z,/newsadvance/status/1646861872598077441#m,0,0,0,0,2
@heraldcourier,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, heraldcourier.com/news/state…""",2023-04-14T13:02:00Z,/heraldcourier/status/1646861372242767873#m,0,0,0,0,2
@NewsVirginian,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, newsvirginian.com/news/state…""",2023-04-14T13:02:00Z,/NewsVirginian/status/1646861372066525188#m,0,0,0,0,2
@FloydPress,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, swvatoday.com/news/state-and…""",2023-04-14T13:02:00Z,/FloydPress/status/1646861371223547905#m,0,0,0,0,2
@CulpeperSE,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, starexponent.com/news/state-…""",2023-04-14T13:02:00Z,/CulpeperSE/status/1646861370485243906#m,0,0,0,0,2
@NelsonCoTimes,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, newsadvance.com/news/state-a…""",2023-04-14T13:02:00Z,/NelsonCoTimes/status/1646861369738706945#m,0,0,0,0,2
@JournalNow,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, journalnow.com/news/state-an…""",2023-04-14T13:02:00Z,/JournalNow/status/1646861369692618755#m,0,0,0,0,2
@mcdowellnews,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, according to the lead author of a study published this… mcdowellnews.com/news/state-…""",2023-04-14T13:01:00Z,/mcdowellnews/status/1646861120991363072#m,0,0,0,0,2
@NewsInTheBurg,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, fredericksburg.com/news/stat…""",2023-04-14T13:01:00Z,/NewsInTheBurg/status/1646861120941031425#m,0,0,0,0,2
@mooresvilletrib,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, mooresvilletribune.com/news/…""",2023-04-14T13:01:00Z,/mooresvilletrib/status/1646861120781668355#m,0,0,0,0,2
@NewsandRecord,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, greensboro.com/news/state-an…""",2023-04-14T13:01:00Z,/NewsandRecord/status/1646861120580337673#m,2,0,0,0,2
@MVilleBulletin,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, martinsvillebulletin.com/new…""",2023-04-14T13:01:00Z,/MVilleBulletin/status/1646861120370556928#m,0,0,0,0,2
,,,,0,0,0,0,1
@Hickoryrecord,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, hickoryrecord.com/news/state…""",2023-04-14T13:01:00Z,/Hickoryrecord/status/1646861119829442561#m,0,0,0,0,2
@MorgantonNews,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, morganton.com/news/state-and…""",2023-04-14T13:01:00Z,/MorgantonNews/status/1646861119699525632#m,0,0,0,0,2
@statesville,"""Accelerating sea level rise along the Atlantic coast from Cape Hatteras south to the Gulf of Mexico can be partially attributed to human-caused climate change and partly to natural cycles, statesville.com/news/state-a…""",2023-04-14T13:01:00Z,/statesville/status/1646861119179440130#m,0,0,0,0,2
@RHHerald,"""Researchers say climate change caused by humans plays a key role, even if natural cycles are part of the reason.  heraldonline.com/news/state/…""",2023-04-14T10:50:00Z,/RHHerald/status/1646828158342012929#m,1,0,0,0,2
@TheHerald_Sun,"""Researchers say climate change caused by humans plays a key role, even if natural cycles are part of the reason.  heraldsun.com/news/politics-…""",2023-04-14T10:30:00Z,/TheHerald_Sun/status/1646823162456207360#m,0,0,0,0,2
@maegan_laporte,"""Get a life the world is not ending because of natural changes in the weather that are caused by the sun and ocean cycles for example but it is being used to control the population into communism which I will proudly denounce and fight against #co2islifenotpollution""",2023-04-08T17:40:00Z,/maegan_laporte/status/1644757105583243269#m,0,0,0,0,2
@kidsworldfun,"""Cycles In The Solar System - Science Lessons for Grade 5 Students. The cycle of day and night caused by the movement of the sun and the earth is one of the natural phenomena that is most important to life on earth. kidsworldfun.com/learn-scien…\n#SolarSystemCycles #ScienceLessons""",2023-04-04T17:29:00Z,/kidsworldfun/status/1643304915144433675#m,0,0,0,1,1
@BkennedyBarbara,"""⬇️⬇️ and would you be crying the blues about melting ice if half the Northern hemisphere was covered with ice, like 12,000 years ago.  BTW there have been regular climate warmings and coolings since the big melt; all caused by natural cycles, sun’s activity and random events""",2023-04-03T13:40:00Z,/BkennedyBarbara/status/1642884906186608641#m,1,1,0,1,0
@DanielGSauve,"""Oh yes it's all global warming and it's caused by us. the natural cycle of the sun has no impact on our weather patterns and climate change!? It's all our fault and we should be taxed!\nusatoday.com/videos/news/hav…""",2023-04-03T09:17:00Z,/DanielGSauve/status/1642818566402592768#m,2,0,0,0,2
@GrahamLKeegan,"""I cannot find any evidence of a climate crisis. No climate metrics indicate that there is anything unusual happening. Looking over a longer timescale, rather than just the late 20th Century, it is clear change is being caused by the natural cycles. Cooling is imminent.""",2023-04-02T08:14:00Z,/GrahamLKeegan/status/1642440258624135168#m,6,41,1,116,1
@BkennedyBarbara,"""⬇️⬇️ Translation: Ran the model again and came up with the same answer as before; therefor models work.  Now explain colder winter temperatures, late cool springs.  Sun’s activity, natural cycles, random events drive climate, not climate models.""",2023-03-29T13:33:00Z,/BkennedyBarbara/status/1641071186607247361#m,0,0,0,0,1
@samuelr28254292,"""Be alert for fake reporting from the MSM using this natural event caused by our Sun and blame it on Climate change.\nStrong Solar Storm, Why It Happened, Jupiter Continues Changing | S0 New... invidious.tiekoetter.com/Baw7FWWam-8 via @YouTube""",2023-03-24T13:13:00Z,/samuelr28254292/status/1639254159965802497#m,0,2,0,3,1
@MassySoy,"""Anthropogenic climate change- the emission of greenhouse gases by human activities\nNatural Climate change- climate changes caused by many natural factors including the changes in the sun, volcanoes, Earth’s orbit.#ClimateChange #PACJA #KPCG23 @PACJA1 @KPCGKenya @Summer_School1""",2023-03-13T06:10:00Z,/MassySoy/status/1635161411973414912#m,1,12,0,16,2
@UHealer62,"""First and Foremost Thank you to Piers Corbyn for telling the Truth about Climate Change and the Fact that the Cycles of the Sun and Moon Have Caused these Issues that Climate Activists are Blaming on Human Race! 1 Volcano has more Carbon Emissions Than anything Humans Have done!""",2023-03-01T15:36:00Z,/UHealer62/status/1630955203242409984#m,0,1,0,1,1
@therains,"""The #Earth goes through #natural #climate cycles, according to the #environmentalprotection agency. However, ""this variability does not explain the observed warming since the 1950s."" #Researchers say rising #global #temperatures ar…lnkd.in/dYD7pBWK lnkd.in/dC4TXDeU""",2023-02-14T18:47:00Z,/therains/status/1625567540486279180#m,0,0,0,0,1
@GrandSolarMin,"""Oh look  the sun effects the weather (sarcasm)…this at the same time Social media platforms like YT are blaming you for climate change while censoring people like me covering natural cycles controlling climate change. tinyurl.com/yhbya9nt""",2023-02-12T11:22:00Z,/GrandSolarMin/status/1624730571590062080#m,3,25,2,78,1
@Liberty24324617,"""🧵1/The peaks and troughs indicate CHANGE. This graph covers 9,500 years, long before cars, the industrial revolution or farting cows kept for food.\nSO, THE CLIMATE HAS ALWAYS CHANGED.\nIT'S A NATURAL PHENOMENON, caused in part by the Earths precession around the sun not caused by""",2023-02-11T12:58:00Z,/Liberty24324617/status/1624392445252235265#m,4,21,0,28,0
@SteveRielly,"""This lot would see this country economically collapse with an ever increasing cost of living destroying peoples lives.\n\nAll for a blind ideology of their own morale high ground on a false narrative that climate change isn't caused by the earth's tilt and sun cycles.""",2023-02-11T06:31:00Z,/SteveRielly/status/1624295042365161472#m,0,0,0,0,1
@PurpleH09839069,"""Is climate change more likely to be caused by the relationship between the sun and earth’s orbital cycles or anthropogenic CO2?""",2023-02-05T10:30:00Z,/PurpleH09839069/status/1622180839676051457#m,0,0,1,0,2
@catandman,"""Per the UN IPCC there is no solar effect in climate change, in particular all change over last 2,000 yrs is caused by humans/CO2. Really? Here is a list of solar cycles identified by published science and correlated with natural change. Check out all 11. Who to believe?""",2023-02-04T20:47:00Z,/catandman/status/1621973839679733761#m,3,23,1,58,2
,,,,0,0,0,0,1
@samfrob5,"""No rising sea level. Climate change is a natural phenomenon caused by slight variations in the orbit of the earth around the sun. IT IS NOT MADE BY MANKIND.""",2023-01-31T20:38:00Z,/samfrob5/status/1620521895220350976#m,0,2,0,2,0
@NotSoSilentMajT,"""I don't think he is this stupid! Keeping up the con! We were and still are in an ice age! Climate change is caused by the natural cycles! Milankovitch Cycles! Which were proven fact by ice cores! Read! It's on NASA website! #WEFagendaForControl #EnslaveHumanity""",2023-01-19T08:57:00Z,/NotSoSilentMajT/status/1615996835721519104#m,0,0,0,0,1
@samfrob5,"""Absolutely correct and all based on paid for scientific research!  Climate change is natural and caused by slight changes in the earth’s orbit around the sun. Mankind does not contribute.""",2023-01-13T19:46:00Z,/samfrob5/status/1613985755004637185#m,1,0,0,1,0
@ChrisMartzWX,"""Meteorologist Ellen DeGenerate here implies that climate change is bringing rain to California to alleviate their climate-fueled permadrought caused by the lack of rainfall that was also caused by climate change. It’s not like natural cycles exist or anything.""",2023-01-11T06:30:00Z,/ChrisMartzWX/status/1613060760891957248#m,8,13,2,87,2
@maegan_laporte,"""Heavy rain has always happened In California and nature is doing what always does and nothing we can do about that except adapt to natural changes that are caused by the sun ocean cycles etc not suvs #co2islifenotpollution""",2023-01-11T01:52:00Z,/maegan_laporte/status/1612990738928730114#m,0,0,0,0,0
@KingFredSports,"""Not the imaginary human caused climate change of course. That would be the equivalent to believing in medieval superstitions. I'm sure they mean the natural climate change humans adapt to that has been producing cycles of drought and flooding around the world for millennia.""",2023-01-10T16:09:00Z,/KingFredSports/status/1612843973285920768#m,0,1,0,0,1
@StayHumankind,"""Chinese #climate scientists clearly say that the #sun (not #CO2 ) plays a major role in the #climate. They find natural cycles from 23-100 yr in the succession of wet/warm and dry/cold periods during the last 2200 yr.\nChina is #not joining the #climate  alarm hysteria.""",2023-01-01T13:41:00Z,/StayHumankind/status/1609545328675487746#m,0,18,2,43,1
@FAMOUSCENES7,"""Climate Change is Natural/Normal for Planet Earth and has ""Always Occurred"" We have had Hot Tropical Periods and Cold Ice Ages throughout History [None of Which] was Caused by Man/CO2/Fossil Fuels ""The Sun Controls/Influences Temperatures on Earth""""",2022-12-29T20:24:00Z,/FAMOUSCENES7/status/1608559537765732352#m,1,0,0,0,1
@samfrob5,"""Climate change is a natural cycle NOT CAUSED BY MANKIND but mainly by slight variations in the orbit of the earth around the sun.""",2022-12-29T17:07:00Z,/samfrob5/status/1608509998824558592#m,0,0,0,0,0
@ChrisTurnbull23,"""Some of the most common misconceptions I’ve seen (*all debunked by scientists*):\n- “It’s the Sun.”\n- “It’s just natural cycles.”\n- “GHGs make up such a tiny fraction of our air, they can’t affect our climate.”\n- “It’s freezing. Where’s GW?”\n- “Renewables only work when 🌬️/☀️.””""",2022-12-28T23:07:00Z,/ChrisTurnbull23/status/1608238331934158852#m,1,0,0,0,0
@mr2stroke,"""Please read about the Milankovitch Cycles as they will explain why our climate changes - and always has and always will. The Sun's output varies too - solar maximums and minimums and sunspots all cause more or less heat to reach Earth. Extra heat is NOT caused by CO2 !!""",2022-12-27T17:23:00Z,/mr2stroke/status/1607789264875716612#m,0,0,0,0,1
@KinBentley,"""Rain, hail, sleet, snow\n\nWind, sun, overcast, mild\n\nHurricane, monsoon\n\nDrought, heat, fire and flood\n\nWe used to accept all this as ""the weather"", natural phenomena associated with a living, ever-changing planet.\n\nNow everything is ""human-caused climate-change"".\n\nPathetic.""",2022-12-27T04:31:00Z,/KinBentley/status/1607594948135714818#m,0,0,0,1,2
@BlueSpringsWx,"""Poor @AOC made 80 bucks a theater. Pssst. Climate change is natural and it is caused by the Sun! #Climate #ClimateScam #ClimateCrisis is #ClimateFraud""",2022-12-14T03:10:00Z,/BlueSpringsWx/status/1602863620425129984#m,0,2,0,1,1
@TommyThomThomas,"""Perhaps this irrational behavior is caused by propaganda exaggerating the natural cycles of climate into a crisis for political purposes.""",2022-12-02T12:14:00Z,/TommyThomThomas/status/1598651908574834689#m,0,0,0,0,1
@consciousobser1,"""Doctored document . There is no climate crisis , at least nothing we can do about it.\nNatural earth cycles , not human caused .\nVolcanoes spew out more carbon than humans ever could in one eruption.\nCarbon is not a climate trigger.""",2022-11-29T22:52:00Z,/consciousobser1/status/1597725158621728769#m,1,0,0,2,1
@valgms,"""Climate has always changed. There have been numerous warm periods & ice ages… with many thousands of years to change…BUT  CO2 HASN’T CAUSED THEM. AND NEITHER HAS HUMAN ACTIVITY. It’s normal NATURAL CYCLES.\nTHIS⬇️has been the plan for a very long time!""",2022-11-24T09:48:00Z,/valgms/status/1595715975273680898#m,1,0,0,0,1
@GrahamLKeegan,"""Of course it is. The sun drives the climate with fluctuations caused by the interplay of: solar energy change, clouds, El Niño, volcanoes, ocean cycles, tectonic plates and the solar system’s cycle through the Milky Way. \nCO2 is irrelevant.""",2022-11-23T15:28:00Z,/GrahamLKeegan/status/1595439275738365954#m,2,19,0,46,0
@samfrob5,"""Climate change is a natural event caused by slight changes to the orbit of the earth around the sun. Life requires CO2. Mankind does not change climate.""",2022-11-21T10:42:00Z,/samfrob5/status/1594642492779073537#m,2,0,0,0,1
@wes11,"""Guess what the Climate Crisis is a farce. All Climate Change is caused by the Sun and Cycles.""",2022-11-19T17:22:00Z,/wes11/status/1594018177843093504#m,0,0,0,0,1
@afpmb,"""Natural weather deviations, such as those caused by the El Niño Southern Oscillation cycles, can influence the number of dengue cases, as can individual events, such as hurricanes or floods.  #dengue 🦟\n\nrockefellerfoundation.org/bl…""",2022-11-18T15:40:00Z,/afpmb/status/1593630193905958912#m,0,22,0,42,2
,,,,0,0,0,0,1
@SourceGarland,"""The world after satellite data provision. \nGlobal climate change has typically occurred very slowly, over thousands or millions of years till to-date.\n\nThese have been caused by many natural factors, including changes in the sun, emissions from volcanoes, …\n1/2""",2022-11-15T09:25:00Z,/SourceGarland/status/1592448646838390787#m,1,2,1,2,2
@ANSchmidtLebuhn,"""It is 2022, and the replies are full of ""this is just natural climate cycles"", ""the sun is getting hotter"", and ""humans don't have any influence on the climate"". One assumes they would also explain the loss of forests, groundwater reserves, and fish stocks as natural processes?""",2022-11-13T21:43:00Z,/ANSchmidtLebuhn/status/1591909631345008641#m,0,0,0,0,1
@witchendaswas,"""Climate change is real in the sense that has always changed and always will and these changes are natural and mostly caused by the sun... Everything else is a scam...""",2022-11-08T17:53:00Z,/witchendaswas/status/1590039840258564096#m,0,9,0,13,0
@Peter_J_Lewis,"""This is such a well written speech, acknowledging natural changes and drivers of climate change, discussing in reference Milankovitch cycles and framing it against the damage caused anthropogenically.  Powerful @10DowningStreet must heed its warning and call to action  #climate""",2022-11-08T09:40:00Z,/Peter_J_Lewis/status/1589915800697462785#m,0,0,0,1,1
@mr2stroke,"""Our taxes are set to rise, public spending cut, thr triple lock stopped. And you want to give OUR tax £££s to foreigners !! For something that is a natural phenomenon - climate change is NATURAL. There is NOTHING WE CAN DO ABOUT IT. It is caused by the SUN + our orbit around it.""",2022-11-07T08:06:00Z,/mr2stroke/status/1589529797788831744#m,0,0,0,0,0
@mr2stroke,"""There is NO climate crisis. Climate change is natural, caused by increases and decreases in solar activity and our planet's ever-changing position in relation to the Sun. Jupiter, Saturn and our Moon exert gravitational pull on Earth moving us nearer or further away from the Sun.""",2022-11-05T08:29:00Z,/mr2stroke/status/1588810648255070208#m,0,0,0,0,0
@mr2stroke,"""Coastal erosion is because of unstable strata, a result of the glacial maximum advances during the current ice-age. Climate change is NOT caused by mankind/CO2/methane. It is natural and caused by the Sun, our orbital eccentricity and position in relation to the Sun. NO EMERGENCY""",2022-11-01T06:23:00Z,/mr2stroke/status/1587329578766409728#m,0,0,0,0,1
@TomANelson,"""Den Boer conclusions include: ""Climate change is entirely natural and caused primarily by the Sun"".""",2022-10-26T00:35:00Z,/TomANelson/status/1585067545371213825#m,45,576,31,1265,1
@aNorthernGarden,"""1. Seems he doesn't know where food comes from\n\n2. Farming isn't the biggest single driver of climate change - the sun and Earth's natural cycles are.""",2022-10-19T12:45:00Z,/aNorthernGarden/status/1582714646850850816#m,2,0,0,0,0
@NiallWarry,"""Climate Change is just NATURAL cyclical weather with severe events caused by the sun, tetonic plate activity, LeNino and LaNina acivities.""",2022-10-17T20:29:00Z,/NiallWarry/status/1582106525891338240#m,0,1,0,2,0
@NiallWarry,"""Climate Change is just NATURAL cyclical weather with severe events caused by the sun, tetonic plate activity, LeNino and LaNina acivities.""",2022-10-17T20:27:00Z,/NiallWarry/status/1582106130691809280#m,0,0,0,0,0
@NiallWarry,"""There is no climate crisis just cyclical NATURAL weather events caused by NATURAL occurances from the sun tetonic plates, El Nino and La NIna etc. So we should continue to use our ingenuity to alleviate weather issues but should keep fossil fuels which are essential to our lives.""",2022-10-17T16:16:00Z,/NiallWarry/status/1582042818637287424#m,0,1,0,1,2
@PGDynes,"""My take on climate denial trolls - they seem mega pi**ed that the natural world they knew is changing rapidly and refuse to accept it. They'll seek any other narrative to support their denial - ""it's just weather"" ""it's natural cycles"" ""the sun is expanding"" ""it's a WEF plan"".""",2022-10-17T09:06:00Z,/PGDynes/status/1581934780706623488#m,12,11,1,64,1
@BranXpina,"""THE GREAT NATURAL CYCLES OF THE EARTH, sun and moon are the true drivers of the earth's living climate —aside of CO2 atmospheric content, the world swings from 100K yr glacial periods to 10K yr warm interludes, like today's Holocence… 🤗 lnkd.in/gzK2-sKB""",2022-10-16T08:52:00Z,/BranXpina/status/1581568715069730816#m,0,0,0,0,0
@Sleuthteller,"""They are lying for a reason. We know why. It's all tied into the desire to have digital id's on all humans, they will inflict punishment if you fail their carbon requirements.  See WEF. I saw a climate scientist say our climate is not changing, it's cycles, caused by sun/moon.""",2022-10-15T14:07:00Z,/Sleuthteller/status/1581285619002929152#m,0,2,0,0,1
@easygeography,"""Easy to understand explanation about the earths orbit around the sun and the impact on natural climate change - So What Are the 3 Milankovitch Cycles? Visit - easygeography.co.uk #space #geography #geographyteacher #climatechange earthhow.com/milankovitch-cy…""",2022-10-08T05:02:00Z,/easygeography/status/1578611646041272320#m,1,12,0,42,1
@observator00,"""you hear what they say? ""since number of years ago we made sure pollution is not free to combat climate change""\n\nNo science whatsoever to justify how this will combat a climate change that is inevitable due to earth and sun's natural cycles\n\nit's just a punishment""",2022-10-07T20:24:00Z,/observator00/status/1578481440995483649#m,0,0,0,0,0
@Skutter20,"""I do not believe this global warming bullshyte. It is caused by the natural cycles of the sun.""",2022-09-23T16:31:00Z,/Skutter20/status/1573349254097149952#m,0,0,0,0,0
@LoriHOLDTHELINE,"""We are going through climate change. \nNatural moon and sun cycles.\nThe elites know this, \nIt is old knowledge we were never taught, and they lie to us, to make money.\nMan has NO effect on the climate, \nWe just happen to be here, at the time in history, that it is happening.\n💯👍""",2022-09-23T02:55:00Z,/LoriHOLDTHELINE/status/1573143956233273345#m,0,1,0,3,2
@eco_vistaKe,"""The scientific consensus is that human-caused climate change increases the frequency and severity of climate-related events overall and also can compound the effects of natural climate variability, such as El Niño cycles.  #AClimateEmergency""",2022-09-22T13:04:00Z,/eco_vistaKe/status/1572934933148209154#m,0,8,0,15,2
,,,,0,0,0,0,1
@mr2stroke,"""Your Royal Highness - know this : all climate change is natural and driven by the Sun and the position of the Earth in relation to the Sun. Look at "" The Milankovitch Cycles "". CO2 is less than ONE HALF of ONE TENTH of 1% of our atmosphere. It is NOT causing climate change.""",2022-09-22T07:23:00Z,/mr2stroke/status/1572849082036637696#m,0,0,0,0,1
@kissingtruth,"""2. I`m not a climate change denier, the climate is always changing, it has swung from one extreme to the other for MILLIONS of years. I dispute it`s caused by man. I assert climate is cyclic and natural. The Sun as it gets older is getting hotter.""",2022-09-15T17:32:00Z,/kissingtruth/status/1570465668524277763#m,1,0,0,0,1
@CBurnsley,"""This is some of the science that is consistently left out of the climate change argument. It says there are climate events happening right now on other planets in our solar system caused by the sun's cycles, fluctuating magnetic fields, and the galactic current sheet, not people.""",2022-09-14T00:10:00Z,/CBurnsley/status/1569840939958665216#m,0,0,0,0,1
@samfrob5,"""Nonsense. Climate change is a normal natural climate cycle caused by variations in the orbit of the earth around the sun. Grow up.""",2022-09-07T18:33:00Z,/samfrob5/status/1567581911878361090#m,1,0,0,2,0
@silentstorm012,"""Here we go again. I am not a climate change denier. On the contrary, climate change is obvious, getting hotter, droughts, natural disaster on the rise, but only some of it is caused by us. It’s Earth’s weather cycles, Sun’s influence. Harsh reality, but we can’t fix it.""",2022-08-21T23:21:00Z,/silentstorm012/status/1561493750550892545#m,0,0,0,0,0
@listen_2learn,"""The UN WEF technocrats inadvertently admit that sun spots cause climate change. They also mention that the various natural cycles of climate change can last centuries. So why the rush to change the world by 2030? Because today’s “climate change” is about global governance.""",2022-08-21T14:24:00Z,/listen_2learn/status/1561358688195059713#m,0,0,1,1,1
@FullThrottleFem,"""HOW ?? How can LIBERALS be Soooo Gullible & Illogical to BELIEVE if they Give MOST of their HARD EARNED MONEY to GOVT -\nThe GOVT & MONEY can stop the 1000's of Years of DOCUMENTED, ALMANAC EVIDENCE of the NATURAL COURSE of CLIMATE CYCLES ⁉️\nMONEY CANNOT BUY THE SUN, MOON & NATURE""",2022-08-17T21:09:00Z,/FullThrottleFem/status/1560011026300432384#m,1,0,0,3,1
@HopeImRight,"""Climate change is not a hoax. But the earth goes through natural cycles of freeze and thaw. None of these were caused by humans. We should prepare as it changes, but we did not cause this latest cycle.""",2022-08-14T15:10:00Z,/HopeImRight/status/1558833396092211201#m,16,4,0,18,1
@maegan_laporte,"""Climate related deaths are down because of cheap reliable energy allowing us to withstand the 4 seasons that are caused by the SUN ocean cycles etc.. #CO2islifenotpollution cheap energy saves lives and we need to stop the denying the poor this miracle""",2022-08-13T23:30:00Z,/maegan_laporte/status/1558596832095358978#m,0,0,0,0,0
@jscarto,"""On this day 30 years ago: TOPEX/Poseidon launched and began its mission to measure Earth's rising and falling seas.\n\n“The rise of sea level caused by human interference with the climate now dwarfs the natural cycles.” — JPL's Josh Willis\n\nearthobservatory.nasa.gov/im… #climatechange""",2022-08-10T22:15:00Z,/jscarto/status/1557490933268094978#m,0,6,1,11,2
@samfrob5,"""No. Climate change is a normal natural cycle caused by the orbit of the earth around the sun. Fact. NASA.""",2022-08-09T21:16:00Z,/samfrob5/status/1557113525579010048#m,0,0,0,0,0
@Jake17989496,"""Taxation without true representation is exactly what this is. It's called Climate Cycles. No amount of money is going to change it. It's a natural cycle not caused by man. #TheNewGreenScam""",2022-08-07T20:54:00Z,/Jake17989496/status/1556383177123532801#m,0,0,0,0,1
@johndodwyer,"""And PHILIP dear\nThe Fires are caused by ARSONISTS\nThe SUN does not cause natural combustion now or ever\nAnd just to let YOU KNOW\nThe SUN is the Climate Control KNOB""",2022-08-05T17:55:00Z,/johndodwyer/status/1555613404295036929#m,0,0,0,0,2
@stacey19681,"""BUT it’s CLIMATE CHANGE CAUSED BY US POLLUTING AND CATTLE FARTING! NOTHING to do with the sun nor the NATURAL cycle changes!  forbes.com/sites/jamiecarter…""",2022-08-03T11:14:00Z,/stacey19681/status/1554787695184023552#m,0,0,0,0,2
@samfrob5,"""Good honest common sense. Climate change is a normal natural climate cycle caused by the orbit of the earth around the sun. Green fears from the 80’s did not happen. Green lies being repeated now to make the super rich richer.""",2022-08-02T13:29:00Z,/samfrob5/status/1554459269742952448#m,0,0,0,0,0
@samfrob5,"""Well said Sir. Climate change is a natural cycle caused by variations in the orbit of the earth around the sun.""",2022-07-25T08:35:00Z,/samfrob5/status/1551486277589008384#m,1,0,0,1,0
