user,text,created_at_datetime,link,replying-to,quoting,comments,retweets,quotes,likes,alignment
@MeiselZachary,"""I do believe in human caused climate change but this chart doesn’t acknowledge that there are large natural cycles in the climate which matter too""",2025-01-12T02:32:00Z,/MeiselZachary/status/1878268712542708112#m,['@RelearningEcon'],,4,0,0,1,2
@MigdolX,"""A) Yes, a minor part. The sun and natural cycles are stronger in their influence on Earths´s climate.""",2025-01-11T18:54:00Z,/MigdolX/status/1878153633977585752#m,['@iamnot_elon'],,0,0,0,1,1
@85Draper,"""So the natural cycles of wet and dry are the main cause, being that the area is in a long drought. The winds, which naturally occur and fed the fire are also a factor. \n\nKnow what’s not? “Human caused climate change”\n\nWierd how science and facts blow liberal talking points up.""",2025-01-11T15:38:00Z,/85Draper/status/1878104308329087364#m,"['@Centrist1344', '@MikesUsername77', '@AbiluTangwa']",,0,0,0,0,2
@eatsauerkraut,"""Too hot, our fault.\n\nToo cold, our fault.\n\nToo windy, our fault.\n\nToo calm, our fault.\n\nHuman caused climate change is a\n\nlie, hoax and scam.\n\nMany scientists have explained the natural warming and cooling cycles of earth,\n\nbut,\n\nthe communist elite profit from panic.""",2025-01-11T15:20:00Z,/eatsauerkraut/status/1878099776203289035#m,['@davidkurten'],,0,0,0,0,2
,,,,[],,0,0,0,0,1
@oldfella75,"""You say ""we will have to work out how to avert crisis, instead of responding to it"". What if natural cycles of the sun and/or earth or some unknown, unstoppable force is causing most of the 'climate change'?\n""IF"" that is the case then the only choice we'll have is to respond""",2025-01-11T12:23:00Z,/oldfella75/status/1878055221231854010#m,['@Craig_Foster'],,0,0,0,0,2
@RPR22LR,"""And?\nCan you provide empirical evidence that humans are causing it?\nOr is it just natural weather cycles caused by solar activity from the sun which causes drought-to-ice age and back again like it has for Billions of years?\nIf you're that worried, you donate your net worth first""",2025-01-11T11:46:00Z,/RPR22LR/status/1878045823650660688#m,['@Lijing_Cheng'],,0,0,0,0,1
@julianchuk,"""I would change the end of the text to: 'The deception of the narrative that climate change is caused by humans and not by the Earth's natural cycles is dying.'""",2025-01-11T06:47:00Z,/julianchuk/status/1877970529807720899#m,['@PeterDClack'],,0,0,0,2,2
@PhillipsDe13341,"""Climate change is Real. Our climate has changed many times over its existence, sometimes an ice age, sometimes a swamp, sometimes very hot periods. These are natural cycles of the Earth and in relation to our distance from sun, rotation, gravity etc. It's going to change and there is Nothing mere humans can do to stop it. While some conservation efforts may help stave off some of the consequences it can't be stopped""",2025-01-11T02:35:00Z,/PhillipsDe13341/status/1877907162363506773#m,"['@logicalvampire', '@jschripsema', '@CynicalPublius']",,0,0,0,2,1
@pandyclifford,"""Natural  causes of climate change are now outweighed by anthropogenic ones. While sun spots, the earth's tilt, Milankovitch cycles & volcanic activity may have affected climate change in the past they're fairly insignificant now compared to man-made greenhouse gases.""",2025-01-11T01:47:00Z,/pandyclifford/status/1877895082008891639#m,"['@MapperleyRed17', '@Lauratobin1']",,1,0,0,0,2
@FuzzyMarineVet,"""Changing climate is a natural occurrence on Earth following cycles of the sun. I would be far more alarmed by climate stagnation than climate change. It is the height of hubris to posit that humans have significant influence on the climate.""",2025-01-11T01:01:00Z,/FuzzyMarineVet/status/1877883373923758123#m,['@elonmusk'],,0,0,0,0,0
@KatKarena,"""We have had major extinctions on this planet - not caused by man, caused by the natural solar cycles.\nThe 'climate change' by man hoax is for power and control \n- New tarrifs on cars for 'net zero'\n- New taxes and requirements on houses forcing higher rent coz 'net zero'\n- Giving our gas away to foreign countries that sell it back to us at high cost - coz 'net zero'\n\nnitter.tiekoetter.com/wideawake_media/status…""",2025-01-11T00:03:00Z,/KatKarena/status/1877868787837673677#m,"['@dude_macsporran', '@tanya_plibersek']",,0,0,0,0,0
@WayneCameron16,"""I believe it's real, to the extent it is to do with the sun and natural cycles and the earths relationship with the sun.  I don't believe it's caused by humans""",2025-01-10T21:52:00Z,/WayneCameron16/status/1877835937004011630#m,['@MallymkunMousey'],,0,0,0,0,1
@MKakstys,"""❌ Misleading:\n\nNot every extreme event is solely ""human-caused""; natural cycles (like El Niño) intensify impacts.\n\nSome claims exaggerate timelines and ignore regional climate variability.""",2025-01-10T21:36:00Z,/MKakstys/status/1877832017884103105#m,[],,1,0,0,0,1
@JonWellman13,"""To be clear, I do believe in climate change. It is due to the natural cycles of the earth and sun. It is how we got out of the ice age, why there are tropical fossils in the north. It's due to the earth axis shifting.""",2025-01-10T21:06:00Z,/JonWellman13/status/1877824359642849727#m,['@_wake_up_USA'],,0,0,0,0,1
@JeffersonCraigg,"""You're spot on. The current rapid climate change is, until some miraculous new hypothesis is supplied and tested, undoubtedly human caused. By natural forcings, e.g. Milankovitch cycles and solar cycles, we should be slowly cooling (and we were).""",2025-01-10T20:50:00Z,/JeffersonCraigg/status/1877820361586192796#m,"['@tjruszczyk', '@nito3558', '@Zencapital2', '@TheCCShowcast', '@Victorshi2020']",,1,0,0,0,2
@Nilzam2000,"""Climate change is real and continuous.  The real question is “Is climate change caused by human activity?”.  And that answer is also yes, a little bit.  My GUESS is the “human” portion of climate change is less than 2%.  98% is being driven by the sun and other cycles/natural activities that are beyond our control.""",2025-01-10T19:44:00Z,/Nilzam2000/status/1877803801392107957#m,['@MallymkunMousey'],,1,0,0,5,1
@FrankLo74248144,"""Yes!! Natural climate change according to a meteorologist at ACCUWeather. Mini ice age in Europe caused people to move to the western hemisphere. They were starving in Europe. A mini Ice age on the east coast caused people to move west. Activity on the sun affects the oceans""",2025-01-10T17:55:00Z,/FrankLo74248144/status/1877776343842070985#m,['@realTrumpNewsX'],,0,0,0,0,1
@SerroulSean,"""Climate change is real, it is just not caused by us. Its a natural cycle caused mostly by the sun. The narrative we are all fighting is that it is humans fault and dumb shit like catastrophic sea rise and greenhouse effect that are not happening.""",2025-01-10T15:25:00Z,/SerroulSean/status/1877738591100481620#m,['@zeee_media'],,0,0,0,0,0
@musicte65902305,"""Nature's natural cycles aren't caused by climate change. \nProof that wildfires are ""normal"" (!!!) comes from at least one type of tree that ONLY grows after a fire. \nEither God or evolution wouldn't create a tree that needs fire to grow if wildfires didn't happen.""",2025-01-10T11:18:00Z,/musicte65902305/status/1877676462989299962#m,['@catturd2'],,0,0,0,0,1
@aurele78,"""Data of temperatures over past thousands years says the contrary: the sun cycles has MUCH more impact on the earth climate cycles than humans. In contrast human woke (in)actions (ex: LA fires or Spain remove of hundred of dams) make natural disasters much more destructive.""",2025-01-10T10:54:00Z,/aurele78/status/1877670234699526280#m,['@elonmusk'],,0,0,0,0,1
@KelleesVoice,"""Climate change is real AND natural. If you are implying it is man-made or that we can somehow mitigate things like a natural ice age cycle that is ridiculous. We could no more stop the sun from spitting solar flares than we can prevent the Earth's NATURAL cycles.""",2025-01-10T10:48:00Z,/KelleesVoice/status/1877668743972536330#m,['@elonmusk'],,0,0,0,0,2
@Scroogemcduck73,"""Most people agree the climate is changing, it's just caused by natural cycles, not people.""",2025-01-10T09:08:00Z,/Scroogemcduck73/status/1877643690711118318#m,['@ChrisGPackham'],,0,0,0,0,1
@kindwookie,"""Ok.  Last time.  Global warming (aka Climate Change) has and is occurring as always throughout time due to the Sun and its cycles.  Today the planet is warming.  The step that human activity has caused or even contributed to this warming situation though is what is totally false.""",2025-01-10T05:58:00Z,/kindwookie/status/1877595856825897078#m,['@TRUMP_ARMY_'],,0,0,0,0,1
@ClaudeTadolti,"""The ""climate crisis"" is a complete #MediaHoax and buffonàde just like ""covid"", the average temperatures of the past 3000 years are the lowest of the last 480 million years on this planet\nAnd the surface temp is regulated by Sun cycles and natural emissions""",2025-01-10T03:03:00Z,/ClaudeTadolti/status/1877551696814969253#m,['@RBReich'],,0,0,0,0,1
,,,,[],,0,0,0,0,1
@PamRotella,"""It's well-known that the climate change within the past century is caused by the amount of CO2 in the air, which would be from human activity.  The natural cycles aren't nearly as severe, and mentioning them is something promoted by petrochemical lobbyists trying to confuse the public.  Do you remember when Al Gore used the cherry picker in the movie ""An Inconvenient Truth,"" or were you too young to have seen that one?  Sometimes Prime members can watch that and its sequel on Amazon for free, if you need someone to just say it instead of reading through scientific articles yourself.""",2025-01-10T02:47:00Z,/PamRotella/status/1877547849958961510#m,"['@DawnV71302156', '@kirkacevedo']",,1,0,0,0,2
@bonesmegga,"""There's no such thing as human caused climate change. That's impossible. Climate change, which is real, is caused exclusively by the sun and solar cycles and has absolutely nothing to do with human activity on earth.""",2025-01-09T20:04:00Z,/bonesmegga/status/1877446314373329247#m,['@BrightInsight6'],,0,0,0,0,0
@DixieLLawrence,"""Climate change is not “real”. Climate cycles are. The earth goes through natural cycles, it has since creation. This is no different and not caused by human beings. How much did it warm up to end the ice age? What caused the ice age? Dinosaur 💩? Human beings should be responsible with their environment, but nothing we do or don’t do will change these cycles.""",2025-01-09T19:03:00Z,/DixieLLawrence/status/1877431097229021681#m,['@elonmusk'],,0,0,0,1,1
@HarlanColt,"""The fallacy is not climate change/or not. The fallacy is - it's man caused and/or fixable. Scientific data is how old vs earth/ sun solar cycles? Cities under the Sahara, Cities under the ocean... you burden others lives to fix a problem you don't know anything about. \nNo.""",2025-01-09T17:46:00Z,/HarlanColt/status/1877411536269971531#m,['@NathanJRobinson'],,0,0,0,0,2
@thatgeekinit,"""15% to human-caused climate change, \n15% to other human factors (land/water/vegetation management) \n70% to natural wet/dry and fire cycles""",2025-01-09T17:04:00Z,/thatgeekinit/status/1877400971329863911#m,['@GadSaad'],,0,0,0,0,2
@FlintDibble,"""Almost all of it. If we were following natural climate cycles, the earth should be cooling slowly towards another glacial maximum, not warming rapidly as it is. It's one of many strong proofs of how our current harmful climate change is human caused""",2025-01-09T10:28:00Z,/FlintDibble/status/1877301427007070212#m,"['@SteveRieckhoff', '@JulesBywaterLee', '@joerogan', '@realDonaldTrump']",@FlintDibble,2,0,0,2,2
@TD53750,"""Great excuse for poor forest management, you can't blame natural nature cycles on climate change, a forest gets old and dry it burns, especially if unmanaged, weather climate change is human caused or not that happens.""",2025-01-09T03:09:00Z,/TD53750/status/1877190889300177017#m,['@Ronxyz00'],,0,0,0,0,1
@AViperDen,"""That is correct.\n\nClimate change is primarily caused by solar cycles, ocean currents, and other natural cycles and is largely unaffected by the activities of mankind currently.\n\nScience.""",2025-01-09T00:49:00Z,/AViperDen/status/1877155622870778230#m,['@Bakari_Sellers'],,0,0,0,4,0
@jimkiss,"""It’s true. There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago.""",2025-01-08T23:21:00Z,/jimkiss/status/1877133444662149321#m,['@ClimatePower'],,1,0,0,7,1
@jimkiss,"""There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago.""",2025-01-08T22:53:00Z,/jimkiss/status/1877126592628994102#m,['@LeeCamp'],,0,0,0,0,1
@lounge_pc97308,"""For those urging us to ""follow the science,"" it's crucial to do so consistently. \n\nCurrent weather shifts align with natural El Niño and La Niña patterns, long-established cycles that influence climate, not solely human induced changes.\n\nIt is not caused by change climate global.""",2025-01-08T21:26:00Z,/lounge_pc97308/status/1877104709938348053#m,['@weareyellowdot'],,0,0,0,3,1
@Flywheel_001,"""FIRES are unrelated to natural climate change!  Proves you know nothing about what causes climate change, chiefly, the cycles of the Sun.  CO2 is a nutrient for life on Earth, not a pollutant.  There is very little of it in the atmosphere. Humans have added minuscule amounts.""",2025-01-08T21:04:00Z,/Flywheel_001/status/1877099142280847853#m,['@realTrumpNewsX'],,0,0,0,0,2
@jimkiss,"""There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago.""",2025-01-08T20:56:00Z,/jimkiss/status/1877097002464419854#m,['@LucifersTweetz'],,0,0,0,1,1
@jimkiss,"""There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago. Blame the Democrats.""",2025-01-08T20:51:00Z,/jimkiss/status/1877095860317593832#m,['@ClimateDad77'],,0,0,0,0,1
@jimkiss,"""No Bernie. There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago.""",2025-01-08T20:47:00Z,/jimkiss/status/1877094794024927488#m,['@BernieSanders'],,0,0,0,0,1
@journey_le29533,"""Cue the ""Climate Change"" shills blaming the L.A. fires on fake sciencepropaganda Our Climate is changing, but the prime driver are natural cosmic/Earth cycles (the Sun),not humans\nBlaming humans allows more government control and more tax money to be taken from the human slaves""",2025-01-08T20:46:00Z,/journey_le29533/status/1877094435055395209#m,[],,0,0,0,0,0
@ButchArnold1,"""Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda \n\nOur Climate is changing, but the prime driver are natural cosmic/Earth cycles (the Sun), not humans\n\nBlaming humans allows more government control and more tax money to be taken from the human slaves""",2025-01-08T19:45:00Z,/ButchArnold1/status/1877079114949026061#m,[],,0,0,0,0,0
@dnlklr,"""What do you mean?! This was 100% caused by DEI, decorative invasive flora, golf course land use, Nimbyism, Trump’s climate denial, the use of prisoner firefighters, the war in Ukraine, Yimbyism, natural cycles, overtaxation, undertaxation""",2025-01-08T19:21:00Z,/dnlklr/status/1877073255636283816#m,['@cyber__sin'],,2,1,1,10,1
@IcebergActual,"""It would help if LA wasn’t built in a fire adapted ecosystem. Suppressing natural fire cycles due to urban sprawl is what caused this, not your fake “climate crisis”""",2025-01-08T18:52:00Z,/IcebergActual/status/1877065970704908527#m,"['@CriticalHabsFan', '@JonVigliotti']",,0,0,0,0,2
@kellyst68541634,"""Climate change is natural, it comes in cycles… MAN MADE CLIMATE CHANGE IS A HOAX! These fires are caused by humans. As in ARSON.""",2025-01-08T18:33:00Z,/kellyst68541634/status/1877061117643457015#m,['@BernieSanders'],,0,0,0,0,1
,,,,[],,0,0,0,0,1
@BandOfBrothersQ,"""Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda \n\nOur Climate is changing, but the prime driver are natural cosmic/Earth cycles (the Sun), not humans\n\nBlaming humans allows more government control and more tax money to be taken from the human slaves""",2025-01-08T18:27:00Z,/BandOfBrothersQ/status/1877059472574787914#m,[],,0,0,0,2,0
@jimkiss,"""Absolutely. There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago.""",2025-01-08T17:50:00Z,/jimkiss/status/1877050188839203214#m,['@mhdksafa'],,1,4,0,52,1
@Grouperguy22,"""Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda \nOur Climate is changing, but the prime driver are natural cosmic/Earth cycles (the Sun), not humans\nBlaming humans allows more government control & more tax money to be taken from the human slaves!""",2025-01-08T17:46:00Z,/Grouperguy22/status/1877049368454508736#m,[],,0,0,0,0,0
@Jordan_Sather_,"""Cue the ""Climate Change"" shills blaming the L.A. fires on fake science propaganda\n\nOur Climate is changing, but the prime driver are natural cosmic/Earth cycles (the Sun), not humans\n\nBlaming humans allows more govt control and more tax money to be taken from the human slaves""",2025-01-08T16:52:00Z,/Jordan_Sather_/status/1877035753626083670#m,[],,10,65,5,182,0
@Jordan_Sather_,"""1) The climate is changing, but it’s not being caused by humans (natural cosmic cycles)\n\n2) Fires are so bad in California due to forest and reservoir mismanagement\n\n3) Gotta wonder if arson was involved in this""",2025-01-08T15:29:00Z,/Jordan_Sather_/status/1877014748098695237#m,[],@LeeCamp,20,47,1,183,1
@jimkiss,"""There is no climate emergency. It’s all natural. It’s part of cycles that last for hundreds or even thousands of years at a time.  These fires are caused by poor forest management.  Just like Trump said years ago.""",2025-01-08T15:18:00Z,/jimkiss/status/1877012028230918242#m,[],,0,0,0,1,1
@cuomosghost,"""Right\n\nIts cold because of global warming or ‘climate change’\n\nNot natural cycles of the Earth, Sun, Oceans, Eccentricity of the planets orbit, Tilt of its axis or other heavenly bodies in the solar system""",2025-01-07T16:56:00Z,/cuomosghost/status/1876674210233548867#m,['@AP'],,0,0,0,0,2
@1jmsfalero,"""Climate change is a hoax. While the Climate does change slightly back and forth over the years, it's a natural cycle and that is caused by the sun cycles. Climate change was blown out of proportion so ""they"" can manipulate the world into schemes of control and profit""",2025-01-07T09:31:00Z,/1jmsfalero/status/1876562261902545364#m,"['@micyoung75', '@TrumpDailyPosts', '@realDonaldTrump']",,0,0,0,1,0
@octv3000,"""Climate change is actually one of the direct causes (caused both by human activities and potentially Earth's natural cycles). And since we are part of the reason for their disappearance, we also have the power to make a positive impact!""",2025-01-06T22:07:00Z,/octv3000/status/1876390109118935177#m,"['@steeleating', '@pli_cachete']",,0,0,0,11,2
@JM4LISD,"""LULU: That makes me feel weird.\nLATIF: Why?\nLULU: I just feel like for the deniers, for the human-caused climate change deniers, the phrase they bandied about all the time was, like, ""No, there's natural cycles. It warms up then it cools down.""\nVALERIE TROUET: Oh, they do say that. Yep.""",2025-01-06T19:24:00Z,/JM4LISD/status/1876349187681587371#m,"['@JM4LISD', '@Radiolab']",,0,0,0,0,1
@terciops,"""Absolutely correct.  It is the hubris of thinking we caused a change or can actually change the natural cycles of the universe using our puny technologies that is damaging us.\n'Net Zero' is a perfectly named, as that is the net effect it will have on the climate.  But it will enrich a few and impoverish the rest.""",2025-01-06T16:00:00Z,/terciops/status/1876297863178956908#m,['@MatthewWielicki'],,0,0,0,1,1
@ryan_lodge33928,"""Well it’s a cold morning in the South West. 40 was an average summers day and even a cool one in the Northwest. Climate does change and our weather patterns change not by our hand but the natural cycles of the earth, sun. Volcanic activity can be attributed to our weather…..do some research 😉""",2025-01-04T22:50:00Z,/ryan_lodge33928/status/1875676228595982756#m,['@lesstenny'],,1,0,0,10,1
@BlissEarnie,"""Most of the science says that there is little climate change at all, and what little there is comes from natural Sun and Earth cycles""",2025-01-04T16:18:00Z,/BlissEarnie/status/1875577623809814766#m,['@miles_commodore'],,0,0,0,0,0
@Jonatha16295784,"""The sun, water vapor, and natural cycles influence climate, but they don’t explain today’s rapid warming. CO₂’s role is well-established physics: it traps heat in wavelengths water vapor doesn’t. Rising CO₂ aligns with temperature trends since 1850.""",2025-01-03T15:18:00Z,/Jonatha16295784/status/1875200079050768821#m,"['@GShadrake', '@Great_Briton_I', '@TonyClimate']",,2,0,0,1,2
@TobyBee69,"""Boiling climate propagandists who claim that global worming is caused by human activity don't know what they are talking about as don't take into account other factors not dependent on humans such as sun activity, Milankovitch cycles etc,the propagandists make money for the rich.""",2025-01-03T11:23:00Z,/TobyBee69/status/1875141052270788922#m,['@LyrebirdDream'],,0,0,0,0,1
@Ahasimer,"""These lights are caused by the suns increased activity cycle and as such can be seen more regularly and further north than usual. The sun is the driver of climate on Earth and any climate change is due to the increase or decrease of the suns activity cycles.""",2025-01-03T00:02:00Z,/Ahasimer/status/1874969460483957241#m,['@tanya_plibersek'],,3,0,0,7,1
@boet_maswidi,"""Yes, the Sun, Earth’s orbit, and natural cycles do affect climate over millennia. But today’s warming has happened over decades, too fast to be explained by those slow cycles alone. CO₂’s greenhouse effect is well-studied physics, not a hoax""",2025-01-02T23:01:00Z,/boet_maswidi/status/1874954137533911248#m,"['@boet_maswidi', '@TIoannoni', '@HaraldBlodyx', '@BGatesIsaPyscho']",,1,0,0,0,2
@RodneyS55414927,"""And CO2 is not a driver of climate change! It’s a by product. The Sun’s natural cycles are what affects our climate. Charts indicate that increases in CO2 follow increases in sun temperature""",2025-01-02T22:26:00Z,/RodneyS55414927/status/1874945279780401320#m,"['@TIoannoni', '@HaraldBlodyx', '@BGatesIsaPyscho']",,1,0,0,1,1
,,,,[],,0,0,0,0,1
@PaulRoundy1,"""No, nature's part does indeed fluctuate, but what we contribute isn't part of a natural cycle. It does get absorbed in the climate system and become part of natural cycles, but it's not caused by a natural cycle.""",2025-01-02T15:16:00Z,/PaulRoundy1/status/1874837292806017362#m,"['@MabuhayPilipin7', '@wideawake_media']",,1,0,0,0,1
@wnydee,"""Natural disasters Wait till volcanos blow. 5 yrs w too little sun to grow crops & we're dead. Guatemala volcano caused the dark ages & bubonic plague. We had a ""little ice age"" 1300-1800 & it fits w Aztec & Inca collapse. Younger Dryas climate chg ~ 10,000 yr did in Clovis people""",2025-01-02T05:30:00Z,/wnydee/status/1874689589061009845#m,['@cwebbonline'],,0,0,0,1,2
@JonathanThornNC,"""When I refer to ""climate change,"" I am discussing how the climate changes due to the sun's apparent rotation around the Earth, as the Earth spins on its axis. This perspective differs from the mainstream political narrative, focusing on the natural cycles influenced by our planet's rotation and orbit. From this viewpoint, I propose that legislation should include practical measures, such as government assistance programs for replacing air conditioning and heating units in homes. These should also extend to automobiles and public spaces like bus stops, to ensure comfort and safety during anticipated warmer or colder periods over the coming decades. \n\nReal science!""",2025-01-02T04:34:00Z,/JonathanThornNC/status/1874675508241428652#m,"['@SuePearFL', '@CallMeSirDammit', '@GnrlGrnt']",,0,0,0,0,1
@GregNotine,"""Climate change is natural not man caused go beat up the sun""",2025-01-01T17:10:00Z,/GregNotine/status/1874503442418520503#m,['@TRUMP_ARMY_'],,0,0,0,0,1
@JRKasowan,"""I beleive the climate is changing - naturally, by things beyond human control. Earths axis natural shift, sun cycles and changes in earths core. \n\nI don’t believe CO2 emissions by humans has any negligible effect and I definitely don’t believe that any tax will stop it.""",2025-01-01T15:32:00Z,/JRKasowan/status/1874478883950764428#m,['@TRUMP_ARMY_'],,1,0,0,0,2
@CaringDoctors,"""It’s not the sun, natural cycles, or volcanoes. It’s us.\n\ncoveringclimatenow.org/resou…""",2025-01-01T13:12:00Z,/CaringDoctors/status/1874443505533329644#m,"['@JohnnyBG19', '@InesvanBokhoven']",,0,0,0,0,2
@Do_u_know_Dave,"""Temperature rise is caused by the sun. The planet goes through a natural climate cycle. If people are too stupid to realise these very simple things....""",2025-01-01T12:33:00Z,/Do_u_know_Dave/status/1874433786735407268#m,['@energygovuk'],,0,0,0,2,0
@donmega777,"""Yes and no. Yes climate change is a real thing. But no, it’s not caused by us humans because it’s a natural phenomenon that goes through cycles with or without our actions. Coincidence doesn’t necessarily mean correlation.""",2025-01-01T05:15:00Z,/donmega777/status/1874323442658664905#m,['@TRUMP_ARMY_'],,0,0,0,0,1
@whosdan,"""Absolutely. The planet goes through its own natural climate cycles. If climate is adversely by people affected both sides of the argument are guilty. China for its dependance on coal & \nMore so by billionaires like Bill Gates who to blame cows &  shield the planet from the sun""",2024-12-30T20:25:00Z,/whosdan/status/1873827801780150766#m,['@KatKanada_TM'],,0,0,0,0,1
@jemmm85517813,"""Climate change is not caused by humans. It is the sun, clouds & ocean currents that are the main drivers of climate. The sun has cycles of activity that lead to less or more cloud. Ocean currents are the coolers of the planet. They tranfer heat from the equator & tropics north & south. Again there are cycles of ocean currents that reflect the activity of the sun. CO2 has never varied temperature. CO2 increases in response to rising temperature. Henry’s Law of Physics.""",2024-12-30T20:02:00Z,/jemmm85517813/status/1873821979351879968#m,"['@DougWanstall', '@latimeralder', '@RogTallbloke', '@PeterDClack']",,0,0,0,0,1
@climatederange,"""Earth’s climate has always fluctuated. The Medieval Warm Period (950-1250 AD) had temperatures similar to today, driven by natural cycles like solar activity—not CO2. What caused warming then if not industrialization? 🌍 #ClimateScam""",2024-12-30T17:32:00Z,/climatederange/status/1873784265252757690#m,[],,0,0,0,0,1
@Daymare_X,"""Human caused climate change is not a hoax there’s very clear evidence.\n\nYes the climate changes but our activity over the last 200 years has interfered with natural climate change.\n\nEarth orbits the sun approximately 66’000 mph, and the sun is not an unstable nuclear reactor.\n\nYou clearly don’t know fuck all about anything. 👍🏻""",2024-12-30T09:02:00Z,/Daymare_X/status/1873655791057780861#m,"['@OCBucks', '@SonofManwithus']",,0,0,0,0,2
@Earthisanatom,"""Climate change is inevitable, it's caused by forces way bigger than human influence and is used to control the masses. Wake up! Learn about the cycles of the earth and sun.""",2024-12-30T04:05:00Z,/Earthisanatom/status/1873581259022319986#m,['@its_The_Dr'],,0,0,0,0,1
@Barkum68,"""Exactly. Climate change is a natural process that has been happening for billions of years. It is not caused by humans, but by the Sun, cosmic rays and the earth itself. So don't let the government and that snake that is the media 🐍 fool you.""",2024-12-29T20:11:00Z,/Barkum68/status/1873461917530083709#m,[],,1,1,0,8,0
@ClaudeTadolti,"""These cretins simply don’t want to drop the WEF #narrative \nThey can’t care less about #Reality #Science or common sense\nClimate changes on it’s own over millennia due to Sun cycles and natural emissions (mainly volcanic eruptions), it’s SOLID SCIENCE""",2024-12-29T10:35:00Z,/ClaudeTadolti/status/1873316948815290491#m,['@wideawake_media'],,0,0,0,0,2
@OZZNative,"""😂😂😂\nWeather is no more extreme than it has been before.\nFloods, fires have always happened.\nClimate cycles are completely natural and are  influenced predominantly by the sun.\nThere is concerted effort to spread fear about this using propaganda-stop being gullible.""",2024-12-28T22:21:00Z,/OZZNative/status/1873132176780476500#m,"['@APSage', '@fctsMttrLsShttr', '@TonyClimate']",,1,0,0,3,1
@truthboldonx,"""The climate has been warming for 12,000 years, since the end of the most recent glacial period.  It's 10 degrees warmer.  Climate change is natural, caused by astronomical cycles.  Google Milankovich Cycles.""",2024-12-28T17:19:00Z,/truthboldonx/status/1873056081364303944#m,['@catturd2'],,0,0,0,0,1
@climatederange,"""If climate science were settled, then natural factors like solar cycles, volcanic activity, and ocean currents wouldn’t be in the back seat.  The Sun’s activity has a significant impact on Earth’s climate but is often downplayed in favor of monetized CO2 narratives.\n#ClimateScam""",2024-12-28T16:20:00Z,/climatederange/status/1873041222341947454#m,[],,1,1,0,0,1
@EugeneB94234328,"""No thats BS, humanity us having no significant umpact, its natural cycles mainly affected by the earths magnetic fields decreasing due to the pole shift and the sun (which mainly afftects our climate having greater impacts with every solar storm/CME etc.""",2024-12-28T05:44:00Z,/EugeneB94234328/status/1872881309456163033#m,"['@UN', '@AMNH', '@antonioguterres']",,2,0,0,34,1
,,,,[],,0,0,0,0,1
@Cthwillow2,"""Climate change is always happening. It's called life and natural cycles ; earth, sun, planets etc.  The argument is : globalists package climate change as an ideology they can weaponize and  exploit for their agenda: profit and control of resources.""",2024-12-26T04:07:00Z,/Cthwillow2/status/1872132054328205319#m,['@wideawake_media'],,0,0,0,0,1
@CJ8350,"""CO2 (0.04% of the Earths atmosphere), is NOT a pollutant; it is VITAL for plant growth.\nThere is no ""Climate Emergency"" caused by CO2 and man's activities. The sun creates the natural climate cycles.\nSTOP publishing this absolute garbage. Shut up shop and go home, permanently.""",2024-12-25T18:38:00Z,/CJ8350/status/1871989030252151141#m,['@darrengrimes_'],,0,0,0,0,1
@stuckgear,"""Absolute fucking lie.\n\nClimate change is 100% caused by natural cycles of planetary activity.""",2024-12-24T14:05:00Z,/stuckgear/status/1871557798649340349#m,['@wideawake_media'],,0,0,0,0,2
@len86214,"""LOL climate change is CAUSED by earths orbit in relation to  the sun and other planets gravitational pull. See for yourself. the current warm cycle STARTED 25000 years ago, long before use of oil or farming cattle. Normal consistent short warm cycles, then it gets COLD. NOAA""",2024-12-24T12:51:00Z,/len86214/status/1871539078275137808#m,['@wideawake_media'],,0,0,0,0,2
@GREMWOLF68,"""Thank you , a lot of things are caused by natural cycles of the planet , mankind has only been here for a small amount of time , funny how in the last 40 years , we’ve managed to change the climate 👍""",2024-12-23T19:21:00Z,/GREMWOLF68/status/1871275004215619876#m,"['@GREMWOLF68', '@AnthonyGri10669', '@g_gosden']",,1,0,0,2,2
@Heartland_Okie,"""Human Caused climate change, absolutely NOT. Cyclical natural cycles that happen every 12k years that we're overdue for climate change that can cause 80% extinction rates as verified in the geological record, Yes. And it's coming, 2040s-2050s if we're lucky.""",2024-12-23T05:55:00Z,/Heartland_Okie/status/1871071992218255403#m,['@SUBRATA30016572'],,0,0,0,0,1
